NZ_CP064364.1	VFG044109(gb|WP_010922617)	100.000	3828	0
NZ_CP064364.1	VFG043467(gb|WP_010922617)	99.974	3828	0
NZ_CP064364.1	VFG043606(gb|WP_021340888)	99.504	3828	0
NZ_CP064364.1	VFG005471(gb|WP_011285740)	100.000	3495	0
NZ_CP064364.1	VFG005471(gb|WP_011285740)	95.105	143	0
NZ_CP064364.1	VFG005471(gb|WP_011285740)	95.105	143	0
NZ_CP064364.1	VFG005478(gb|WP_002991221)	98.564	3483	0
NZ_CP064364.1	VFG005478(gb|WP_002991221)	95.804	143	0
NZ_CP064364.1	VFG005478(gb|WP_002991221)	91.860	86	0
NZ_CP064364.1	VFG005475(gb|WP_011529057)	98.285	3498	0
NZ_CP064364.1	VFG005475(gb|WP_011529057)	94.406	143	0
NZ_CP064364.1	VFG005475(gb|WP_011529057)	93.706	143	0
NZ_CP064364.1	VFG000974(gb|WP_010922711)	99.848	3292	0
NZ_CP064364.1	VFG000974(gb|WP_010922711)	98.992	397	0
NZ_CP064364.1	VFG000974(gb|WP_010922711)	95.105	143	0
NZ_CP064364.1	VFG000974(gb|WP_010922711)	95.620	137	0
NZ_CP064364.1	VFG005473(gb|WP_011055051)	97.822	3489	0
NZ_CP064364.1	VFG005473(gb|WP_011055051)	95.105	143	0
NZ_CP064364.1	VFG005473(gb|WP_011055051)	90.000	140	0
NZ_CP064364.1	VFG005473(gb|WP_011055051)	93.478	92	0
NZ_CP064364.1	VFG005472(gb|WP_020905533)	98.390	3292	0
NZ_CP064364.1	VFG005472(gb|WP_020905533)	97.985	397	0
NZ_CP064364.1	VFG005472(gb|WP_020905533)	91.608	143	0
NZ_CP064364.1	VFG005477(gb|WP_011185014)	98.296	3286	0
NZ_CP064364.1	VFG005477(gb|WP_011185014)	98.182	385	0
NZ_CP064364.1	VFG005477(gb|WP_011185014)	94.406	143	0
NZ_CP064364.1	VFG005477(gb|WP_011185014)	91.971	137	0
NZ_CP064364.1	VFG005477(gb|WP_011185014)	92.391	92	0
NZ_CP064364.1	VFG005480(gb|WP_011018276)	98.550	3241	0
NZ_CP064364.1	VFG005480(gb|WP_011018276)	97.605	334	0
NZ_CP064364.1	VFG005480(gb|WP_011018276)	92.391	92	0
NZ_CP064364.1	VFG005481(gb|WP_011285218)	98.024	3289	0
NZ_CP064364.1	VFG005481(gb|WP_011285218)	98.237	397	0
NZ_CP064364.1	VFG005481(gb|WP_011285218)	93.814	194	0
NZ_CP064364.1	VFG005481(gb|WP_011285218)	94.406	143	0
NZ_CP064364.1	VFG005481(gb|WP_011285218)	91.971	137	0
NZ_CP064364.1	VFG005476(gb|WP_011889189)	98.457	3241	0
